StartDate,EndDate,ResponseType,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseID,Latitude,Longitude,Channel,Language,HairLength,DryingTime,ScalpNumber ,FlakesFrequency,HairType,ProductStyling,HairProblem,ScalpfeelWash,Strand,HairGreyed ,HairTreatmentChemeical,HairTreatment,ProductSmell,Races,AgeRange,Countries,Sex,ZipCode,Porosity,target_1,target
11/19/2020 15:30,11/19/2020 15:34,IP Address,70.119.236.13,100,236,TRUE,11/19/2020 15:34,R_2XdLyFhIkWnojx1,32.9992981,-96.83460236,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,3a,"Gel,Styling Cream,Mousse,Oil","Hair Growth,Thinning,Frizz,Split Ends,Chemical and Heat Damage",Balanced,Thin and bendable.,None at all,,Every few months,Fresh,South Asian,18-24,India,Female,75039,High,curly_High,0
11/19/2020 17:00,11/19/2020 17:04,IP Address,50.90.168.187,100,230,TRUE,11/19/2020 17:04,R_3QK5DDcm988SO4c,39.78599548,-86.1588974,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,3b,"Styling Cream,Oil","Frizz,Too Much Volume",Balanced,Thick and noticeable.,None at all,,Once or twice a year,Floral,Arab or Middle Eastern,25-34,Egypt,Female,46204,Medium,curly_Medium,1
11/19/2020 19:13,11/19/2020 19:17,IP Address,173.67.8.101,100,238,TRUE,11/19/2020 19:17,R_1CdqmUi7eZXXWFo,39.28120422,-76.74060059,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,2c,Hair Wax/Pomade,Dry Scalp,Balanced,Thick and noticeable.,Just a few hairs here and there,,Rarely,Fruity,Arab or Middle Eastern,45-54,,Male,21043,Low,wavy_Low,5
11/19/2020 20:41,11/19/2020 21:01,IP Address,76.164.85.129,100,1232,TRUE,11/19/2020 21:01,R_Wk5ius2a7b3tR85,30.35870361,-95.68569946,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,4c,"Styling Cream,Custard,Oil","Split Ends,Dry Scalp,Breakage,Pregnancy Related Thinning",Balanced,Thick and noticeable.,Just a few hairs here and there,,Once or twice a year,Floral,Black or African American,25-34,United States of America,Female,77304,High,coils_High,6
11/19/2020 22:12,11/19/2020 22:16,IP Address,99.100.222.76,100,258,TRUE,11/19/2020 22:16,R_3nNJeEafGNJywmC,32.58169556,-97.13990021,anonymous,EN,Mid-back or longer,1-2 hours,Some of my scalp.,Rarely,3a,"Gel,Oil","Thinning,Too Little Volume,Rough/Dry Hair",Oily,Thin and bendable.,Just a few hairs here and there,,Weekly,Floral,South Asian,18-24,Pakistan,Female,76063,Medium,curly_Medium,1
11/19/2020 23:40,11/19/2020 23:44,IP Address,99.155.67.59,100,211,TRUE,11/19/2020 23:44,R_2YPugJA4udmzg8F,32.86839294,-96.93840027,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Weekly,3b,Styling Cream,"Thinning,Frizz,Split Ends,Dandruff,Breakage",Combination,Thick and noticeable.,None at all,,Rarely,Floral,South Asian,18-24,India,Female,75063,Medium,curly_Medium,1
11/20/2020 6:33,11/20/2020 6:42,IP Address,76.201.4.43,100,491,TRUE,11/20/2020 6:42,R_1qh43rUrHvgoLo3,32.78889465,-96.80210114,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Sometimes,4a,Styling Cream,"Hair Growth,Thinning,Frizz,Breakage,Rough/Dry Hair",Balanced,I can't feel the strand.,Just a few hairs here and there,,Rarely,Fruity,Arab or Middle Eastern,25-34,Egypt,Female,75207,Medium,coils_Medium,7
11/20/2020 9:30,11/20/2020 9:36,IP Address,66.91.106.159,100,372,TRUE,11/20/2020 9:36,R_3kcgV0fAbZzM3n3,20.91740417,-156.6772003,anonymous,EN,Chin length,1-2 hours,Some of my scalp.,Rarely,3c,"Styling Cream,Oil,None of these, I prefer...","Hair Growth,Thinning,Frizz,Chemical and Heat Damage,Anti Aging",Dry,Thin and bendable.,About half of my hair,"Keratin Treatment,Natural extensions,Hair Rebonding",Monthly,Floral,White,45-54,United Kingdom of Great Britain and Northern Ireland,Female,96761,Medium,curly_Medium,1
11/20/2020 10:59,11/20/2020 11:02,IP Address,67.166.25.71,100,200,TRUE,11/20/2020 11:02,R_3PML0XA66fVuQmd,40.05000305,-105.2170029,anonymous,EN,,1-2 hours,Some of my scalp.,Rarely,3a,Styling Cream,"Frizz,Dry Scalp,Rough/Dry Hair",Dry,Thin and bendable.,None at all,,Once or twice a year,Fruity,White,18-24,United Kingdom of Great Britain and Northern Ireland,Female,,Medium,curly_Medium,1
11/20/2020 14:41,11/20/2020 14:47,IP Address,70.120.133.236,100,355,TRUE,11/20/2020 14:47,R_1GDIfcLCyIxPOMK,32.92599487,-96.96659851,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,4a,Styling Cream,Dull hair strands,Balanced,I can't feel the strand.,Most of my hair,,Every few months,Fresh,Other,55-64,United States of America,Female,75243,Medium,coils_Medium,7
11/20/2020 22:27,11/20/2020 22:30,IP Address,108.88.115.8,100,209,TRUE,11/20/2020 22:30,R_2zbV77vqUBnD4V3,33.54060364,-101.8603973,anonymous,EN,,1-2 hours,Some of my scalp.,Sometimes,3b,"Styling Cream,Custard,Oil","Hair Growth,Split Ends,Chemical and Heat Damage,Breakage,Dull hair strands,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Rarely,Fruity,"White,Black or African American",18-24,United States of America,Female,75019,Medium,curly_Medium,1
11/22/2020 18:20,11/22/2020 18:26,IP Address,76.184.102.136,100,359,TRUE,11/22/2020 18:26,R_1FRjacQXVyb1wd6,32.96359253,-96.74680328,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,3a,"Styling Cream,Mousse,Oil","Frizz,Too Little Volume,Split Ends,Dry Scalp,Dandruff",Combination,Thick and noticeable.,None at all,,Every few months,Fresh,Arab or Middle Eastern,18-24,,Female,75082,High,curly_High,0
11/24/2020 2:13,11/24/2020 2:16,IP Address,92.107.185.251,100,197,TRUE,11/24/2020 2:16,R_eUN8IEPqQuOd6GR,46.20219421,6.145706177,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Weekly,3b,"Gel,Styling Cream,Mousse","Frizz,Too Little Volume,Split Ends,Dandruff",Combination,Thin and bendable.,Just a few hairs here and there,,Rarely,Fruity,"White,Black or African American",35-44,Brazil,Female,1205,Medium,curly_Medium,1
11/24/2020 10:12,11/24/2020 10:17,IP Address,107.77.196.211,100,288,TRUE,11/24/2020 10:17,R_3QRAyrxVifxchBB,32.87930298,-96.63749695,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Weekly,3b,"Styling Cream,Oil","Frizz,Too Little Volume,Split Ends,Dry Scalp,Breakage",Combination,Thick and noticeable.,None at all,,Rarely,Floral,Arab or Middle Eastern,25-34,Syrian Arab Republic,Female,78736,High,curly_High,0
11/25/2020 5:04,11/25/2020 5:07,IP Address,99.135.106.59,100,170,TRUE,11/25/2020 5:07,R_3MaPqfSExFwGPGs,34.11099243,-84.30249786,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,4c,Oil,"Hair Growth,Thinning",Combination,Thin and bendable.,Just a few hairs here and there,,Rarely,Unscented,Black or African American,35-44,,Female,,High,coils_High,6
11/25/2020 12:21,11/25/2020 12:25,IP Address,99.39.124.74,100,230,TRUE,11/25/2020 12:25,R_zflsZFvVpgk14Tn,33.1493988,-96.82800293,anonymous,EN,,"A pretty long time, may be damp the whole day.",Some of my scalp.,Daily,4b,"Gel,Styling Cream,Oil","Split Ends,Dry Scalp,Dandruff",Balanced,Thin and bendable.,None at all,,Rarely,Fresh,Black or African American,18-24,Ethiopia,Female,75024,High,coils_High,6
11/26/2020 1:55,11/26/2020 1:58,IP Address,50.38.53.7,100,184,TRUE,11/26/2020 1:58,R_1mwtih2GMp3yRsY,45.3500061,-122.855896,anonymous,EN,,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,3b,Styling Cream,"Thinning,Frizz,Split Ends,Breakage",Balanced,Thin and bendable.,None at all,,Monthly,Musk,Arab or Middle Eastern,18-24,Syrian Arab Republic,Female,,High,curly_High,0
11/26/2020 21:01,11/26/2020 21:05,IP Address,129.12.214.232,100,254,TRUE,11/26/2020 21:05,R_1LM79NZqPUGEtcq,51.3065033,1.036605835,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Sometimes,4a,"Styling Cream,None of these, I prefer...",Breakage,Balanced,Thin and bendable.,None at all,,Monthly,Fresh,Black or African American,18-24,Nigeria,Female,,High,coils_High,6
12/2/2020 12:42,12/2/2020 12:50,IP Address,107.77.201.229,100,464,TRUE,12/2/2020 12:50,R_3kHvBrPADgkKTkg,32.76660156,-97.00749969,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Rarely,3c,"Styling Cream,Oil","Hair Growth,Thinning,Frizz",Balanced,Thin and bendable.,None at all,,Every few months,Floral,Black or African American,25-34,United States of America,Female,75231,High,curly_High,0
12/2/2020 14:15,12/2/2020 14:18,IP Address,47.188.76.86,100,184,TRUE,12/2/2020 14:18,R_1PcHN9WChI6BWxz,33.01759338,-96.99259949,anonymous,EN,Shoulder length,1-2 hours,Some of my scalp.,Rarely,3a,"Styling Cream,Mousse,Oil","Hair Growth,Thinning,Frizz,Too Little Volume,Split Ends,Breakage,Dull hair strands,Oily Scalp,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Rarely,Floral,Arab or Middle Eastern,18-24,Palestine,Female,75067,Medium,curly_Medium,1
12/2/2020 14:58,12/2/2020 15:02,IP Address,104.189.65.41,100,232,TRUE,12/2/2020 15:02,R_O1Y2hpJfxOfCiRj,29.55419922,-95.73249817,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Sometimes,2b,"Styling Cream,Oil","Frizz,Split Ends,Breakage",Combination,Thick and noticeable.,None at all,,Rarely,Musk,Arab or Middle Eastern,18-24,Palestine,Female,,High,wavy_High,3
12/2/2020 22:46,12/2/2020 22:49,IP Address,70.122.249.106,100,170,TRUE,12/2/2020 22:49,R_1DwBPD7Uz0bOyG2,32.7539978,-97.13629913,anonymous,EN,,Just a few minutes out of the shower,I have no problem seeing my scalp.,Sometimes,3b,"Oil,None of these, I prefer...","Hair Growth,Frizz,Rough/Dry Hair",Combination,Thin and bendable.,None at all,,Rarely,Fruity,"Black or African American,Arab or Middle Eastern",18-24,Sudan,Female,,Low,curly_Low,2
12/3/2020 21:49,12/3/2020 21:51,IP Address,98.212.143.92,100,149,TRUE,12/3/2020 21:51,R_1YcUagjR7QlRfbz,39.93110657,-91.37609863,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Weekly,2c,Mousse,"Frizz,Split Ends,Chemical and Heat Damage,Breakage",Combination,Thin and bendable.,None at all,Keratin Treatment,Rarely,Fresh,White,18-24,,Female,75205,High,wavy_High,3
12/7/2020 17:33,12/7/2020 17:38,IP Address,99.129.47.76,100,307,TRUE,12/7/2020 17:38,R_2154WSfm6CJGsyS,32.61549377,-96.77600098,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Weekly,4b,"Styling Cream,Oil","Hair Growth,Dry Scalp,Dandruff",Dry,Thick and noticeable.,None at all,,Every few months,Fruity,Black or African American,18-24,United States of America,Female,75115,High,coils_High,6
12/7/2020 17:46,12/7/2020 17:51,IP Address,107.77.198.198,100,249,TRUE,12/7/2020 17:51,R_2VwI65a2a4977Mv,32.83099365,-96.76920319,anonymous,EN,Shoulder length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Weekly,3a,"Gel,Styling Cream,Mousse,Oil","Hair Growth,Thinning,Too Little Volume,Breakage,Oily Scalp",Combination,Thin and bendable.,None at all,,Rarely,Fresh,"Asian,South Asian",18-24,Singapore,Female,75013,High,curly_High,0
12/7/2020 17:52,12/7/2020 17:55,IP Address,72.181.128.139,100,197,TRUE,12/7/2020 17:55,R_2uP8tHTyny1ybbn,32.82420349,-96.7507019,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Daily,2b,"Mousse,Custard","Frizz,Dandruff,Dull hair strands,Oily Scalp",Combination,Thin and bendable.,None at all,,Rarely,Floral,"White,South Asian",18-24,India,Female,75226,High,wavy_High,3
12/7/2020 21:23,12/7/2020 21:26,IP Address,104.188.157.221,100,184,TRUE,12/7/2020 21:26,R_2f3DcYaR5jEB0B9,32.86459351,-96.78839874,anonymous,EN,Mid-back or longer,1-2 hours,Very little of my scalp if any.,Rarely,2c,Styling Cream,"Frizz,Too Much Volume,Breakage,Dull hair strands,Rough/Dry Hair",Combination,Thick and noticeable.,About half of my hair,Keratin Treatment,Monthly,Fresh,White,45-54,Germany,Female,75230,Medium,wavy_Medium,4
12/7/2020 23:27,12/7/2020 23:31,IP Address,24.162.68.114,100,282,TRUE,12/7/2020 23:31,R_2y3YEt15TMJUBIH,32.87539673,-96.71029663,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Sometimes,3b,"Styling Cream,Mousse","Frizz,Split Ends,Chemical and Heat Damage,Breakage,Rough/Dry Hair",Combination,Thick and noticeable.,None at all,,Every few months,Floral,"White,American Indian or Alaska Native",18-24,Mexico,Female,75228,Medium,curly_Medium,1
12/8/2020 23:48,12/8/2020 23:51,IP Address,47.187.227.44,100,172,TRUE,12/8/2020 23:51,R_2zCHF1h1flDN49z,32.93460083,-96.55439758,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,2c,"Gel,Styling Cream","Frizz,Split Ends,Dry Scalp,Breakage,Rough/Dry Hair",Dry,Thin and bendable.,None at all,,Once or twice a year,Fruity,White,18-24,Mexico,Female,75088,Medium,wavy_Medium,4
12/10/2020 11:40,12/10/2020 11:48,IP Address,208.94.155.245,100,477,TRUE,12/10/2020 11:48,R_2uCc4M7L6Hr8tnl,32.92469788,-96.89170074,anonymous,EN,Armpit length,1-2 hours,I have no problem seeing my scalp.,Rarely,2b,"Styling Cream,Mousse,Hair Spray","Too Little Volume,Split Ends,Chemical and Heat Damage,Dull hair strands",Combination,Thin and bendable.,Just a few hairs here and there,,Every few months,Fresh,White,45-54,Germany,Female,75039,Medium,wavy_Medium,4
12/12/2020 2:18,12/12/2020 2:21,IP Address,172.124.55.168,100,206,TRUE,12/12/2020 2:21,R_2CyvNfPf7LXaYD0,35.62109375,-97.47570038,anonymous,EN,,"A pretty long time, may be damp the whole day.",Some of my scalp.,Weekly,4c,"Styling Cream,Oil","Hair Growth,Dandruff,Dull hair strands",Dry,Thin and bendable.,Just a few hairs here and there,,Monthly,Fresh,,18-24,United States of America,Female,73034,High,coils_High,6
12/12/2020 5:51,12/12/2020 5:54,IP Address,130.45.39.75,100,191,TRUE,12/12/2020 5:54,R_1GWxYt31G1FQgn4,29.48730469,-98.45320129,anonymous,EN,Shoulder length,1-2 hours,Some of my scalp.,Sometimes,2b,Mousse,"Thinning,Too Little Volume,Split Ends,Dull hair strands,Rough/Dry Hair",Dry,I can't feel the strand.,Just a few hairs here and there,,Every few months,Fresh,White,55-64,Mexico,Female,78209,Medium,wavy_Medium,4
12/12/2020 7:47,12/12/2020 7:54,IP Address,76.250.67.59,100,424,TRUE,12/12/2020 7:54,R_1HbKldPEizfFRzB,29.74220276,-95.49030304,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,4c,"None of these, I prefer...","Hair Growth,Thinning,Breakage",Balanced,Thin and bendable.,Most of my hair,,Rarely,Fresh,Black or African American,55-64,United States of America,Female,77063,Low,coils_Low,8
12/12/2020 7:54,12/12/2020 8:00,IP Address,76.250.67.59,100,379,TRUE,12/12/2020 8:00,R_3ET5qxIwTb9R4fw,29.74220276,-95.49030304,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,4c,"None of these, I prefer...","Hair Growth,Thinning,Breakage",Balanced,Thin and bendable.,Most of my hair,,Rarely,Fresh,Black or African American,55-64,,Female,77063,Low,coils_Low,8
12/12/2020 16:04,12/12/2020 16:07,IP Address,208.94.155.245,100,191,TRUE,12/12/2020 16:07,R_1MYDMcTDLg7JOLj,32.92469788,-96.89170074,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,4c,"Gel,Hair Spray","Thinning,Rough/Dry Hair",Balanced,Thick and noticeable.,Most of my hair,,Every few months,Fresh,Black or African American,45-54,United States of America,Male,75043,Low,coils_Low,8
12/13/2020 18:31,12/13/2020 18:37,IP Address,129.32.224.97,100,396,TRUE,12/13/2020 18:37,R_1CrS3TFYSUapLNE,39.98100281,-75.16989899,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Daily,3c,"Gel,Styling Cream","Hair Growth,Frizz,Dry Scalp,Dandruff,Rough/Dry Hair",Dry,Thick and noticeable.,Just a few hairs here and there,,Rarely,Fresh,Arab or Middle Eastern,18-24,Egypt,Female,19121,High,curly_High,0
12/14/2020 11:47,12/14/2020 11:53,IP Address,47.44.194.180,100,378,TRUE,12/14/2020 11:53,R_AuLsLOJY4VkU3RL,32.77139282,-97.29149628,anonymous,EN,Armpit length,1-2 hours,Some of my scalp.,Rarely,3c,"Gel,Oil","Frizz,Split Ends,Rough/Dry Hair,Anti Aging",Balanced,I can't feel the strand.,Just a few hairs here and there,,Every few months,Fresh,White,55-64,,Female,76102,Medium,curly_Medium,1
12/15/2020 10:00,12/15/2020 10:05,IP Address,99.73.219.17,100,241,TRUE,12/15/2020 10:05,R_2viWM1IXVClAnOM,32.70150757,-97.38310242,anonymous,EN,Armpit length,1-2 hours,Very little of my scalp if any.,Rarely,2a,"None of these, I prefer...",Frizz,Balanced,Thin and bendable.,Just a few hairs here and there,,Rarely,Unscented,"White,American Indian or Alaska Native",45-54,Germany,Female,76109,Medium,wavy_Medium,4
12/16/2020 8:34,12/16/2020 8:39,IP Address,66.150.1.80,100,260,TRUE,12/16/2020 8:39,R_3GquuYzEK8q0bqU,32.77870178,-96.82170105,anonymous,EN,Above the ear or shoulder,1-2 hours,I have no problem seeing my scalp.,Sometimes,2b,"None of these, I prefer...","Frizz,Too Much Volume,Chemical and Heat Damage",Balanced,Thin and bendable.,None at all,,Monthly,Unscented,White,25-34,United States of America,Female,75226,Medium,wavy_Medium,4
12/16/2020 8:49,12/16/2020 8:53,IP Address,208.94.155.245,100,273,TRUE,12/16/2020 8:53,R_3jHzpZPlxOZPj5T,32.92469788,-96.89170074,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Rarely,1,"None of these, I prefer...",Oily Scalp,Oily,Thin and bendable.,None at all,,Rarely,Floral,White,18-24,United States of America,Female,75028,Medium,Straight_Medium,9
12/16/2020 9:09,12/16/2020 9:14,IP Address,66.150.1.80,100,277,TRUE,12/16/2020 9:14,R_2ay0Gd1znrHKsAR,32.77870178,-96.82170105,anonymous,EN,Shoulder length,1-2 hours,I have no problem seeing my scalp.,Sometimes,2b,Mousse,"Thinning,Dandruff,Oily Scalp",Oily,I can't feel the strand.,None at all,,Rarely,Fruity,White,35-44,United States of America,Female,75007,Medium,wavy_Medium,4
12/16/2020 10:32,12/16/2020 10:39,IP Address,208.94.155.245,100,451,TRUE,12/16/2020 10:40,R_OkuRQuLaJa08QEN,32.92469788,-96.89170074,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Sometimes,2b,"Styling Cream,Oil,Hair Spray","Frizz,Split Ends,Dandruff,Dull hair strands,Rough/Dry Hair",Combination,I can't feel the strand.,Just a few hairs here and there,,Monthly,Fresh,White,25-34,United States of America,Female,75214,High,wavy_High,3
12/16/2020 11:45,12/16/2020 11:58,IP Address,67.198.105.49,100,774,TRUE,12/16/2020 11:58,R_PNbzMf6ncBSQbQd,33.09509277,-96.88050079,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,2b,"Oil,Hair Spray",Too Much Volume,Oily,Thin and bendable.,About half of my hair,Chemical Straightening (Relaxer),Monthly,Fresh,White,55-64,,Female,75056,High,wavy_High,3
12/16/2020 11:33,12/16/2020 12:03,IP Address,97.99.96.69,100,1831,TRUE,12/16/2020 12:03,R_3n8jzokcWAKuzUD,32.9992981,-96.83460236,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,I have no problem seeing my scalp.,Rarely,1,Hair Spray,"Thinning,Oily Scalp",Oily,Thick and noticeable.,Just a few hairs here and there,,Rarely,Musk,White,55-64,United States of America,Male,75248,Low,Straight_Low,10
12/16/2020 12:23,12/16/2020 12:27,IP Address,99.57.45.250,100,233,TRUE,12/16/2020 12:27,R_DAD9G2VJhbHbB8R,32.7539978,-97.13629913,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,Very little of my scalp if any.,Rarely,2a,"None of these, I prefer...",Oily Scalp,Oily,Thick and noticeable.,Just a few hairs here and there,,Every few months,Fresh,White,55-64,Germany,Female,76012,Low,wavy_Low,5
12/17/2020 14:20,12/17/2020 14:23,IP Address,47.188.95.36,100,198,TRUE,12/17/2020 14:23,R_3QE7wrQ1v6Kr9jL,33.00360107,-96.88339996,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,2c,"Styling Cream,Hair Spray","Frizz,Chemical and Heat Damage,Breakage,Dull hair strands,Rough/Dry Hair",Balanced,I can't feel the strand.,Just a few hairs here and there,,Every few months,Fresh,White,35-44,United Kingdom of Great Britain and Northern Ireland,Female,75010,Medium,wavy_Medium,4
12/17/2020 14:19,12/17/2020 14:24,IP Address,66.150.1.80,100,274,TRUE,12/17/2020 14:24,R_1g2qhiae1WtHg2o,32.77870178,-96.82170105,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Very little of my scalp if any.,Daily,2b,"None of these, I prefer...","Split Ends,Dandruff,Oily Scalp",Combination,Thick and noticeable.,None at all,,Rarely,Fresh,White,25-34,United States of America,Female,75238,High,wavy_High,3
12/17/2020 14:21,12/17/2020 14:24,IP Address,75.46.133.166,100,176,TRUE,12/17/2020 14:24,R_soKwSyuanlPILbr,33.19760132,-96.61779785,anonymous,EN,Above the ear or shoulder,Just a few minutes out of the shower,Some of my scalp.,Rarely,2b,Styling Cream,Thinning,Oily,I can't feel the strand.,Just a few hairs here and there,,Rarely,Unscented,White,45-54,France,Male,75069,Low,wavy_Low,5
12/17/2020 14:18,12/17/2020 14:26,IP Address,66.150.1.80,100,442,TRUE,12/17/2020 14:26,R_ZgfDbIuTsQOfulX,32.77870178,-96.82170105,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,2c,"None of these, I prefer...","Frizz,Too Little Volume,Chemical and Heat Damage,Oily Scalp",Combination,Thin and bendable.,None at all,,Rarely,Floral,White,25-34,United States of America,Female,75062,High,wavy_High,3
12/17/2020 14:42,12/17/2020 14:47,IP Address,71.91.171.165,100,271,TRUE,12/17/2020 14:47,R_bjCtliPKWZQwhoZ,32.88760376,-97.21320343,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Rarely,2b,Styling Cream,"Frizz,Breakage,Anti Aging",Combination,Thin and bendable.,Just a few hairs here and there,,Every few months,Fresh,White,45-54,United States of America,Female,76053,High,wavy_High,3
12/18/2020 7:55,12/18/2020 7:59,IP Address,66.150.1.80,100,232,TRUE,12/18/2020 7:59,R_RL8Zs5ncgLaGFyx,32.77870178,-96.82170105,anonymous,EN,Shoulder length,1-2 hours,Very little of my scalp if any.,Rarely,2c,Styling Cream,Too Little Volume,Combination,I can't feel the strand.,None at all,,Rarely,Fresh,White,55-64,United States of America,Female,76208,Medium,wavy_Medium,4
12/22/2020 12:20,12/22/2020 12:26,IP Address,174.244.16.41,100,347,TRUE,12/22/2020 12:26,R_SOEFnQBMmmapMtj,32.80079651,-96.78839874,anonymous,EN,Mid-back or longer,"A pretty long time, may be damp the whole day.",Some of my scalp.,Sometimes,3a,"Gel,Mousse,Hair Spray",Frizz,Balanced,Thick and noticeable.,None at all,,Every few months,Spice,"Asian,Other",18-24,Mexico,Female,75206,High,curly_High,0
1/1/2021 14:03,1/1/2021 14:07,IP Address,70.122.35.237,100,262,TRUE,1/1/2021 14:08,R_2WBWGCCOvq0dDOp,32.85450745,-97.1359024,anonymous,EN,Shoulder length,Just a few minutes out of the shower,Some of my scalp.,Sometimes,3b,Gel,"Hair Growth,Frizz,Split Ends,Breakage,Rough/Dry Hair",Dry,Thin and bendable.,Just a few hairs here and there,,Every few months,Fruity,White,45-54,Ireland,Female,76021,Low,curly_Low,2
1/11/2021 13:24,1/11/2021 13:30,IP Address,174.106.116.215,100,360,TRUE,1/11/2021 13:30,R_VKIMLCeZsZBRPWh,35.17280579,-79.39189911,anonymous,EN,Armpit length,"A pretty long time, may be damp the whole day.",I have no problem seeing my scalp.,Weekly,3a,"Styling Cream,Custard","Hair Growth,Thinning,Frizz,Too Little Volume,Dandruff,Rough/Dry Hair",Dry,Thick and noticeable.,None at all,,Rarely,Fruity,"Black or African American,Other",18-24,United States of America,Female,28387,High,curly_High,0
